Local time,Open,High,Low,Close,Volume
20.02.2018 09:41:36.000 GMT-0800,1.23462,1.23462,1.23462,1.23462,3.9399999999999995
20.02.2018 09:41:37.000 GMT-0800,1.23462,1.23462,1.23462,1.23462,7.31
20.02.2018 09:41:38.000 GMT-0800,1.23462,1.23462,1.23462,1.23462,5.06
20.02.2018 09:41:39.000 GMT-0800,1.23462,1.23464,1.23462,1.23464,9.64
20.02.2018 09:41:40.000 GMT-0800,1.23462,1.23463,1.23460,1.23460,4.7
20.02.2018 09:41:41.000 GMT-0800,1.23461,1.23461,1.23461,1.23461,5.44
20.02.2018 09:41:45.000 GMT-0800,1.23459,1.23460,1.23459,1.23460,7.94
20.02.2018 09:41:48.000 GMT-0800,1.23461,1.23461,1.23460,1.23460,11.290000000000001
20.02.2018 09:41:49.000 GMT-0800,1.23466,1.23467,1.23466,1.23467,11.18
20.02.2018 09:41:50.000 GMT-0800,1.23466,1.23466,1.23465,1.23465,4.5
20.02.2018 09:41:51.000 GMT-0800,1.23465,1.23465,1.23465,1.23465,1.12
20.02.2018 09:41:55.000 GMT-0800,1.23466,1.23466,1.23464,1.23464,5.6899999999999995
20.02.2018 09:41:56.000 GMT-0800,1.23465,1.23465,1.23460,1.23460,4.13
20.02.2018 09:41:58.000 GMT-0800,1.23460,1.23460,1.23460,1.23460,1.62
20.02.2018 09:42:00.000 GMT-0800,1.23461,1.23461,1.23460,1.23460,9.55
20.02.2018 09:42:01.000 GMT-0800,1.23462,1.23462,1.23462,1.23462,6.52
20.02.2018 09:42:02.000 GMT-0800,1.23461,1.23461,1.23461,1.23461,6.19
20.02.2018 09:42:03.000 GMT-0800,1.23461,1.23461,1.23460,1.23460,5.01
20.02.2018 09:42:04.000 GMT-0800,1.23460,1.23460,1.23460,1.23460,1.87
20.02.2018 09:42:05.000 GMT-0800,1.23459,1.23461,1.23459,1.23461,6.51
20.02.2018 09:42:06.000 GMT-0800,1.23462,1.23462,1.23462,1.23462,6.56
20.02.2018 09:42:07.000 GMT-0800,1.23462,1.23462,1.23459,1.23459,7.56
20.02.2018 09:42:08.000 GMT-0800,1.23460,1.23461,1.23460,1.23461,8.51
20.02.2018 09:42:10.000 GMT-0800,1.23459,1.23459,1.23459,1.23459,1
20.02.2018 09:42:11.000 GMT-0800,1.23460,1.23460,1.23460,1.23460,2.14
20.02.2018 09:42:13.000 GMT-0800,1.23461,1.23461,1.23461,1.23461,8.579999999999998
20.02.2018 09:42:14.000 GMT-0800,1.23460,1.23461,1.23460,1.23461,4.890000000000001
20.02.2018 09:42:15.000 GMT-0800,1.23461,1.23461,1.23461,1.23461,13.040000000000001
20.02.2018 09:42:16.000 GMT-0800,1.23461,1.23461,1.23461,1.23461,4.26
20.02.2018 09:42:17.000 GMT-0800,1.23461,1.23461,1.23461,1.23461,7.41
20.02.2018 09:42:18.000 GMT-0800,1.23461,1.23461,1.23461,1.23461,5.44
20.02.2018 09:42:20.000 GMT-0800,1.23459,1.23459,1.23459,1.23459,2.44
20.02.2018 09:42:22.000 GMT-0800,1.23460,1.23460,1.23460,1.23460,1.31
20.02.2018 09:42:23.000 GMT-0800,1.23461,1.23461,1.23461,1.23461,5.44
20.02.2018 09:42:24.000 GMT-0800,1.23460,1.23460,1.23460,1.23460,1.69
20.02.2018 09:42:25.000 GMT-0800,1.23461,1.23461,1.23458,1.23458,30.259999999999998
20.02.2018 09:42:26.000 GMT-0800,1.23456,1.23456,1.23456,1.23456,16.16
20.02.2018 09:42:28.000 GMT-0800,1.23454,1.23455,1.23454,1.23455,5.5
20.02.2018 09:42:30.000 GMT-0800,1.23455,1.23457,1.23455,1.23456,9.700000000000003
20.02.2018 09:42:31.000 GMT-0800,1.23455,1.23455,1.23455,1.23455,1.25
20.02.2018 09:42:32.000 GMT-0800,1.23455,1.23455,1.23455,1.23455,1
20.02.2018 09:42:34.000 GMT-0800,1.23455,1.23455,1.23455,1.23455,2
20.02.2018 09:42:35.000 GMT-0800,1.23455,1.23455,1.23455,1.23455,1.25
20.02.2018 09:42:36.000 GMT-0800,1.23457,1.23457,1.23457,1.23457,3.64
20.02.2018 09:42:37.000 GMT-0800,1.23457,1.23457,1.23457,1.23457,4.12
20.02.2018 09:42:38.000 GMT-0800,1.23455,1.23456,1.23455,1.23456,3.5899999999999994
20.02.2018 09:42:39.000 GMT-0800,1.23457,1.23458,1.23455,1.23455,10.97
20.02.2018 09:42:42.000 GMT-0800,1.23453,1.23453,1.23453,1.23453,3.19
20.02.2018 09:42:43.000 GMT-0800,1.23454,1.23455,1.23454,1.23455,4.5600000000000005
20.02.2018 09:42:44.000 GMT-0800,1.23455,1.23455,1.23455,1.23455,4.39
20.02.2018 09:42:46.000 GMT-0800,1.23455,1.23455,1.23455,1.23455,2.7
20.02.2018 09:42:47.000 GMT-0800,1.23455,1.23455,1.23455,1.23455,6.15
20.02.2018 09:42:48.000 GMT-0800,1.23455,1.23455,1.23455,1.23455,3.64
20.02.2018 09:42:49.000 GMT-0800,1.23455,1.23457,1.23455,1.23457,6.18
20.02.2018 09:42:50.000 GMT-0800,1.23456,1.23457,1.23454,1.23455,10.350000000000001
20.02.2018 09:42:56.000 GMT-0800,1.23456,1.23456,1.23456,1.23456,1.1
20.02.2018 09:42:57.000 GMT-0800,1.23455,1.23455,1.23455,1.23455,5.44
20.02.2018 09:42:58.000 GMT-0800,1.23455,1.23455,1.23455,1.23455,1.5
20.02.2018 09:42:59.000 GMT-0800,1.23455,1.23455,1.23455,1.23455,1
20.02.2018 09:43:00.000 GMT-0800,1.23455,1.23458,1.23455,1.23458,6.26
20.02.2018 09:43:01.000 GMT-0800,1.23458,1.23458,1.23457,1.23457,2
20.02.2018 09:43:02.000 GMT-0800,1.23458,1.23458,1.23458,1.23458,1
20.02.2018 09:43:03.000 GMT-0800,1.23458,1.23458,1.23454,1.23457,6.47
20.02.2018 09:43:04.000 GMT-0800,1.23457,1.23457,1.23457,1.23457,5.51
20.02.2018 09:43:06.000 GMT-0800,1.23457,1.23457,1.23457,1.23457,1.76
20.02.2018 09:43:07.000 GMT-0800,1.23457,1.23457,1.23457,1.23457,2.02
20.02.2018 09:43:09.000 GMT-0800,1.23458,1.23458,1.23458,1.23458,2
20.02.2018 09:43:15.000 GMT-0800,1.23457,1.23457,1.23457,1.23457,2
20.02.2018 09:43:18.000 GMT-0800,1.23457,1.23457,1.23457,1.23457,1.25
20.02.2018 09:43:19.000 GMT-0800,1.23456,1.23456,1.23455,1.23455,4.8999999999999995
20.02.2018 09:43:20.000 GMT-0800,1.23454,1.23454,1.23453,1.23453,4.75
20.02.2018 09:43:21.000 GMT-0800,1.23453,1.23453,1.23453,1.23453,1.25
20.02.2018 09:43:22.000 GMT-0800,1.23453,1.23453,1.23453,1.23453,2.24
20.02.2018 09:43:26.000 GMT-0800,1.23453,1.23453,1.23453,1.23453,1.2
20.02.2018 09:43:28.000 GMT-0800,1.23454,1.23454,1.23454,1.23454,2.14
20.02.2018 09:43:29.000 GMT-0800,1.23454,1.23454,1.23454,1.23454,4.65
20.02.2018 09:43:30.000 GMT-0800,1.23454,1.23454,1.23454,1.23454,3.64
20.02.2018 09:43:34.000 GMT-0800,1.23454,1.23454,1.23454,1.23454,1.25
20.02.2018 09:43:35.000 GMT-0800,1.23454,1.23454,1.23454,1.23454,1.25
20.02.2018 09:43:36.000 GMT-0800,1.23454,1.23454,1.23454,1.23454,1.25
20.02.2018 09:43:37.000 GMT-0800,1.23453,1.23453,1.23453,1.23453,2.25
20.02.2018 09:43:38.000 GMT-0800,1.23454,1.23454,1.23454,1.23454,1.5
20.02.2018 09:43:39.000 GMT-0800,1.23454,1.23454,1.23454,1.23454,1.5
20.02.2018 09:43:42.000 GMT-0800,1.23454,1.23457,1.23454,1.23457,5.8100000000000005
20.02.2018 09:43:43.000 GMT-0800,1.23459,1.23459,1.23455,1.23455,10.9
20.02.2018 09:43:44.000 GMT-0800,1.23454,1.23455,1.23454,1.23455,2.25
20.02.2018 09:43:45.000 GMT-0800,1.23454,1.23454,1.23454,1.23454,1
20.02.2018 09:43:47.000 GMT-0800,1.23454,1.23454,1.23454,1.23454,2
20.02.2018 09:43:49.000 GMT-0800,1.23454,1.23455,1.23454,1.23455,2.31
20.02.2018 09:43:51.000 GMT-0800,1.23455,1.23455,1.23455,1.23455,5.06
20.02.2018 09:43:53.000 GMT-0800,1.23455,1.23455,1.23455,1.23455,6.26
20.02.2018 09:43:54.000 GMT-0800,1.23455,1.23455,1.23455,1.23455,5.81
20.02.2018 09:43:55.000 GMT-0800,1.23454,1.23454,1.23454,1.23454,1.25
20.02.2018 09:43:56.000 GMT-0800,1.23455,1.23455,1.23455,1.23455,1.31
20.02.2018 09:43:59.000 GMT-0800,1.23454,1.23455,1.23454,1.23455,7.81
20.02.2018 09:44:00.000 GMT-0800,1.23455,1.23455,1.23455,1.23455,1.69
20.02.2018 09:44:01.000 GMT-0800,1.23454,1.23454,1.23454,1.23454,1.25
20.02.2018 09:44:02.000 GMT-0800,1.23454,1.23454,1.23454,1.23454,3
20.02.2018 09:44:03.000 GMT-0800,1.23452,1.23452,1.23438,1.23438,23.019999999999996
20.02.2018 09:44:04.000 GMT-0800,1.23439,1.23442,1.23439,1.23442,16.250000000000004
20.02.2018 09:44:05.000 GMT-0800,1.23440,1.23442,1.23439,1.23439,17.04
20.02.2018 09:44:06.000 GMT-0800,1.23438,1.23438,1.23438,1.23438,1
20.02.2018 09:44:07.000 GMT-0800,1.23434,1.23434,1.23434,1.23434,1.12
20.02.2018 09:44:08.000 GMT-0800,1.23435,1.23435,1.23435,1.23435,5.6899999999999995
20.02.2018 09:44:09.000 GMT-0800,1.23436,1.23438,1.23436,1.23436,7.51
20.02.2018 09:44:10.000 GMT-0800,1.23436,1.23436,1.23436,1.23436,3.19
20.02.2018 09:44:11.000 GMT-0800,1.23435,1.23435,1.23435,1.23435,5.14
20.02.2018 09:44:12.000 GMT-0800,1.23434,1.23434,1.23434,1.23434,1.25
20.02.2018 09:44:13.000 GMT-0800,1.23433,1.23433,1.23432,1.23432,2.3
20.02.2018 09:44:15.000 GMT-0800,1.23433,1.23433,1.23433,1.23433,1.12
20.02.2018 09:44:16.000 GMT-0800,1.23434,1.23434,1.23434,1.23434,1.01
20.02.2018 09:44:17.000 GMT-0800,1.23434,1.23434,1.23433,1.23433,2.8800000000000003
20.02.2018 09:44:18.000 GMT-0800,1.23432,1.23432,1.23426,1.23426,6.869999999999999
20.02.2018 09:44:19.000 GMT-0800,1.23428,1.23428,1.23428,1.23428,1.57
20.02.2018 09:44:20.000 GMT-0800,1.23428,1.23428,1.23428,1.23428,1.95
20.02.2018 09:44:21.000 GMT-0800,1.23428,1.23428,1.23428,1.23428,1.1
20.02.2018 09:44:23.000 GMT-0800,1.23428,1.23429,1.23428,1.23429,3.05
20.02.2018 09:44:24.000 GMT-0800,1.23430,1.23432,1.23429,1.23429,20.759999999999998
20.02.2018 09:44:25.000 GMT-0800,1.23429,1.23429,1.23429,1.23429,1.1
20.02.2018 09:44:26.000 GMT-0800,1.23429,1.23432,1.23429,1.23432,21.600000000000005
20.02.2018 09:44:28.000 GMT-0800,1.23430,1.23433,1.23430,1.23431,7.4399999999999995
20.02.2018 09:44:30.000 GMT-0800,1.23431,1.23431,1.23431,1.23431,6.140000000000001
20.02.2018 09:44:31.000 GMT-0800,1.23431,1.23433,1.23430,1.23430,13.559999999999999
20.02.2018 09:44:32.000 GMT-0800,1.23431,1.23431,1.23431,1.23431,4.76
20.02.2018 09:44:33.000 GMT-0800,1.23431,1.23432,1.23431,1.23432,8.549999999999999
20.02.2018 09:44:34.000 GMT-0800,1.23434,1.23434,1.23430,1.23430,10.23
20.02.2018 09:44:35.000 GMT-0800,1.23431,1.23431,1.23431,1.23431,6.26
20.02.2018 09:44:36.000 GMT-0800,1.23431,1.23431,1.23431,1.23431,6.07
20.02.2018 09:44:37.000 GMT-0800,1.23430,1.23430,1.23430,1.23430,1.1
20.02.2018 09:44:38.000 GMT-0800,1.23430,1.23431,1.23430,1.23431,7.829999999999999
20.02.2018 09:44:39.000 GMT-0800,1.23429,1.23429,1.23429,1.23429,1
20.02.2018 09:44:40.000 GMT-0800,1.23430,1.23430,1.23430,1.23430,1.5
20.02.2018 09:44:41.000 GMT-0800,1.23431,1.23431,1.23431,1.23431,9.209999999999999
20.02.2018 09:44:45.000 GMT-0800,1.23431,1.23431,1.23431,1.23431,3.6
20.02.2018 09:44:46.000 GMT-0800,1.23431,1.23431,1.23431,1.23431,2.06
20.02.2018 09:44:47.000 GMT-0800,1.23429,1.23430,1.23429,1.23430,2.6899999999999995
20.02.2018 09:44:48.000 GMT-0800,1.23430,1.23430,1.23430,1.23430,2
20.02.2018 09:44:49.000 GMT-0800,1.23430,1.23430,1.23430,1.23430,1
20.02.2018 09:44:50.000 GMT-0800,1.23430,1.23430,1.23430,1.23430,1.57
20.02.2018 09:44:51.000 GMT-0800,1.23431,1.23432,1.23431,1.23432,10.19
20.02.2018 09:44:52.000 GMT-0800,1.23430,1.23430,1.23430,1.23430,1
20.02.2018 09:44:56.000 GMT-0800,1.23430,1.23430,1.23430,1.23430,1.12
20.02.2018 09:44:57.000 GMT-0800,1.23430,1.23431,1.23430,1.23431,3.74
20.02.2018 09:44:58.000 GMT-0800,1.23431,1.23431,1.23431,1.23431,4.01
20.02.2018 09:44:59.000 GMT-0800,1.23430,1.23430,1.23430,1.23430,2.77
20.02.2018 09:45:00.000 GMT-0800,1.23430,1.23430,1.23430,1.23430,1.5
20.02.2018 09:45:01.000 GMT-0800,1.23430,1.23430,1.23430,1.23430,4.25
20.02.2018 09:45:02.000 GMT-0800,1.23430,1.23430,1.23430,1.23430,6.26
20.02.2018 09:45:03.000 GMT-0800,1.23432,1.23432,1.23431,1.23431,9.14
20.02.2018 09:45:04.000 GMT-0800,1.23431,1.23431,1.23430,1.23430,3.0700000000000003
20.02.2018 09:45:05.000 GMT-0800,1.23430,1.23430,1.23430,1.23430,3.82
20.02.2018 09:45:06.000 GMT-0800,1.23430,1.23430,1.23430,1.23430,6.329999999999999
20.02.2018 09:45:08.000 GMT-0800,1.23430,1.23430,1.23430,1.23430,2.32
20.02.2018 09:45:09.000 GMT-0800,1.23430,1.23432,1.23430,1.23432,5.17
20.02.2018 09:45:10.000 GMT-0800,1.23434,1.23438,1.23434,1.23434,20.779999999999998
20.02.2018 09:45:13.000 GMT-0800,1.23432,1.23432,1.23431,1.23431,2.5
20.02.2018 09:45:14.000 GMT-0800,1.23431,1.23431,1.23430,1.23430,7.31
20.02.2018 09:45:15.000 GMT-0800,1.23432,1.23432,1.23432,1.23432,2.7
20.02.2018 09:45:16.000 GMT-0800,1.23430,1.23430,1.23430,1.23430,2.5
20.02.2018 09:45:17.000 GMT-0800,1.23430,1.23430,1.23430,1.23430,2.06
20.02.2018 09:45:18.000 GMT-0800,1.23429,1.23429,1.23429,1.23429,1
20.02.2018 09:45:19.000 GMT-0800,1.23429,1.23429,1.23429,1.23429,2
20.02.2018 09:45:20.000 GMT-0800,1.23429,1.23429,1.23429,1.23429,1.1
20.02.2018 09:45:21.000 GMT-0800,1.23429,1.23430,1.23429,1.23429,3
20.02.2018 09:45:22.000 GMT-0800,1.23429,1.23429,1.23429,1.23429,1.01
20.02.2018 09:45:23.000 GMT-0800,1.23428,1.23429,1.23428,1.23429,3.7
20.02.2018 09:45:24.000 GMT-0800,1.23429,1.23429,1.23425,1.23428,12.14
20.02.2018 09:45:25.000 GMT-0800,1.23426,1.23426,1.23425,1.23425,3.6900000000000004
20.02.2018 09:45:26.000 GMT-0800,1.23425,1.23425,1.23425,1.23425,3.38
20.02.2018 09:45:28.000 GMT-0800,1.23425,1.23425,1.23425,1.23425,2
20.02.2018 09:45:32.000 GMT-0800,1.23425,1.23426,1.23425,1.23426,2.35
20.02.2018 09:45:33.000 GMT-0800,1.23425,1.23425,1.23425,1.23425,3.19
20.02.2018 09:45:34.000 GMT-0800,1.23426,1.23426,1.23424,1.23424,2.57
20.02.2018 09:45:35.000 GMT-0800,1.23424,1.23424,1.23424,1.23424,1
20.02.2018 09:45:37.000 GMT-0800,1.23424,1.23424,1.23424,1.23424,1
20.02.2018 09:45:38.000 GMT-0800,1.23424,1.23424,1.23424,1.23424,1.25
20.02.2018 09:45:39.000 GMT-0800,1.23424,1.23424,1.23423,1.23423,6.89
20.02.2018 09:45:40.000 GMT-0800,1.23424,1.23424,1.23424,1.23424,3.44
20.02.2018 09:45:41.000 GMT-0800,1.23424,1.23424,1.23424,1.23424,1.69
20.02.2018 09:45:43.000 GMT-0800,1.23426,1.23436,1.23425,1.23436,21.39
20.02.2018 09:45:44.000 GMT-0800,1.23434,1.23434,1.23434,1.23434,1.1
20.02.2018 09:45:46.000 GMT-0800,1.23433,1.23443,1.23433,1.23443,15.429999999999996
20.02.2018 09:45:47.000 GMT-0800,1.23444,1.23444,1.23439,1.23439,13.87
20.02.2018 09:45:48.000 GMT-0800,1.23440,1.23440,1.23435,1.23435,14.06
20.02.2018 09:45:49.000 GMT-0800,1.23435,1.23435,1.23435,1.23435,1
20.02.2018 09:45:50.000 GMT-0800,1.23436,1.23436,1.23434,1.23434,7.4399999999999995
20.02.2018 09:45:51.000 GMT-0800,1.23434,1.23437,1.23434,1.23437,3.9899999999999998
20.02.2018 09:45:52.000 GMT-0800,1.23435,1.23435,1.23432,1.23432,2.6899999999999995
20.02.2018 09:45:54.000 GMT-0800,1.23433,1.23433,1.23433,1.23433,4.2
20.02.2018 09:45:55.000 GMT-0800,1.23432,1.23432,1.23431,1.23432,4.720000000000001
20.02.2018 09:45:56.000 GMT-0800,1.23433,1.23433,1.23433,1.23433,1.5
20.02.2018 09:45:57.000 GMT-0800,1.23433,1.23433,1.23433,1.23433,4.49
20.02.2018 09:45:58.000 GMT-0800,1.23429,1.23430,1.23429,1.23430,7.8
20.02.2018 09:45:59.000 GMT-0800,1.23430,1.23430,1.23430,1.23430,5.7700000000000005
20.02.2018 09:46:00.000 GMT-0800,1.23429,1.23429,1.23428,1.23428,2.1
20.02.2018 09:46:01.000 GMT-0800,1.23430,1.23430,1.23430,1.23430,3.26
20.02.2018 09:46:02.000 GMT-0800,1.23430,1.23430,1.23430,1.23430,4.140000000000001
20.02.2018 09:46:03.000 GMT-0800,1.23431,1.23431,1.23431,1.23431,6.26
20.02.2018 09:46:04.000 GMT-0800,1.23431,1.23431,1.23431,1.23431,1.5
20.02.2018 09:46:10.000 GMT-0800,1.23430,1.23430,1.23430,1.23430,1
20.02.2018 09:46:11.000 GMT-0800,1.23431,1.23431,1.23431,1.23431,1.69
20.02.2018 09:46:12.000 GMT-0800,1.23431,1.23431,1.23430,1.23430,4.26
20.02.2018 09:46:13.000 GMT-0800,1.23430,1.23430,1.23430,1.23430,1
20.02.2018 09:46:15.000 GMT-0800,1.23430,1.23430,1.23430,1.23430,1
20.02.2018 09:46:19.000 GMT-0800,1.23430,1.23430,1.23430,1.23430,1.5
20.02.2018 09:46:25.000 GMT-0800,1.23430,1.23430,1.23430,1.23430,1.57
20.02.2018 09:46:26.000 GMT-0800,1.23429,1.23429,1.23429,1.23429,1
20.02.2018 09:46:28.000 GMT-0800,1.23429,1.23429,1.23429,1.23429,2
20.02.2018 09:46:32.000 GMT-0800,1.23429,1.23429,1.23429,1.23429,1
20.02.2018 09:46:38.000 GMT-0800,1.23430,1.23434,1.23430,1.23431,7.870000000000001
20.02.2018 09:46:39.000 GMT-0800,1.23432,1.23432,1.23431,1.23431,4.75
20.02.2018 09:46:41.000 GMT-0800,1.23431,1.23432,1.23431,1.23432,7.27
20.02.2018 09:46:42.000 GMT-0800,1.23433,1.23433,1.23433,1.23433,6.5200000000000005
20.02.2018 09:46:43.000 GMT-0800,1.23433,1.23433,1.23433,1.23433,2.99
20.02.2018 09:46:44.000 GMT-0800,1.23434,1.23434,1.23434,1.23434,3.64
20.02.2018 09:46:45.000 GMT-0800,1.23433,1.23433,1.23433,1.23433,2
20.02.2018 09:46:46.000 GMT-0800,1.23434,1.23434,1.23434,1.23434,2.89
20.02.2018 09:46:47.000 GMT-0800,1.23433,1.23433,1.23433,1.23433,2.02
20.02.2018 09:46:48.000 GMT-0800,1.23431,1.23433,1.23431,1.23433,4.94
20.02.2018 09:46:49.000 GMT-0800,1.23432,1.23432,1.23431,1.23431,3.1999999999999997
20.02.2018 09:46:50.000 GMT-0800,1.23431,1.23433,1.23431,1.23433,2.9499999999999997
20.02.2018 09:46:51.000 GMT-0800,1.23433,1.23433,1.23433,1.23433,3.26
20.02.2018 09:46:52.000 GMT-0800,1.23433,1.23433,1.23433,1.23433,5.4
20.02.2018 09:46:53.000 GMT-0800,1.23433,1.23433,1.23433,1.23433,2.89
20.02.2018 09:46:54.000 GMT-0800,1.23433,1.23433,1.23433,1.23433,2.2
20.02.2018 09:46:55.000 GMT-0800,1.23433,1.23433,1.23433,1.23433,3.07
20.02.2018 09:46:56.000 GMT-0800,1.23433,1.23433,1.23433,1.23433,3.89
20.02.2018 09:46:57.000 GMT-0800,1.23433,1.23433,1.23433,1.23433,1.57
20.02.2018 09:46:59.000 GMT-0800,1.23433,1.23433,1.23433,1.23433,2.1
20.02.2018 09:47:00.000 GMT-0800,1.23433,1.23433,1.23433,1.23433,1.5
20.02.2018 09:47:01.000 GMT-0800,1.23437,1.23437,1.23437,1.23437,4.46
20.02.2018 09:47:02.000 GMT-0800,1.23436,1.23437,1.23436,1.23437,2.2
20.02.2018 09:47:05.000 GMT-0800,1.23437,1.23437,1.23437,1.23437,1
20.02.2018 09:47:06.000 GMT-0800,1.23436,1.23436,1.23434,1.23434,6.5600000000000005
20.02.2018 09:47:07.000 GMT-0800,1.23434,1.23434,1.23434,1.23434,3.89
20.02.2018 09:47:08.000 GMT-0800,1.23434,1.23434,1.23433,1.23433,2.1
20.02.2018 09:47:09.000 GMT-0800,1.23435,1.23435,1.23435,1.23435,2.32
20.02.2018 09:47:10.000 GMT-0800,1.23434,1.23434,1.23434,1.23434,2.24
20.02.2018 09:47:12.000 GMT-0800,1.23434,1.23434,1.23434,1.23434,2.25
20.02.2018 09:47:13.000 GMT-0800,1.23435,1.23435,1.23435,1.23435,6.26
20.02.2018 09:47:15.000 GMT-0800,1.23435,1.23435,1.23434,1.23434,6.15
20.02.2018 09:47:19.000 GMT-0800,1.23434,1.23434,1.23434,1.23434,1.2
20.02.2018 09:47:20.000 GMT-0800,1.23434,1.23438,1.23434,1.23438,5.2
20.02.2018 09:47:21.000 GMT-0800,1.23438,1.23438,1.23434,1.23434,6.7
20.02.2018 09:47:22.000 GMT-0800,1.23434,1.23434,1.23434,1.23434,1.1
20.02.2018 09:47:23.000 GMT-0800,1.23434,1.23435,1.23434,1.23435,2.2
20.02.2018 09:47:24.000 GMT-0800,1.23434,1.23434,1.23434,1.23434,1
20.02.2018 09:47:27.000 GMT-0800,1.23434,1.23436,1.23434,1.23436,7
20.02.2018 09:47:28.000 GMT-0800,1.23437,1.23437,1.23435,1.23435,4.37
20.02.2018 09:47:29.000 GMT-0800,1.23435,1.23435,1.23435,1.23435,3.14
20.02.2018 09:47:32.000 GMT-0800,1.23435,1.23435,1.23434,1.23434,2.69
20.02.2018 09:47:33.000 GMT-0800,1.23435,1.23435,1.23435,1.23435,5.6000000000000005
20.02.2018 09:47:34.000 GMT-0800,1.23435,1.23435,1.23434,1.23434,4.550000000000001
20.02.2018 09:47:35.000 GMT-0800,1.23435,1.23435,1.23435,1.23435,2.25
20.02.2018 09:47:36.000 GMT-0800,1.23435,1.23435,1.23435,1.23435,8.51
20.02.2018 09:47:40.000 GMT-0800,1.23435,1.23436,1.23435,1.23436,6.75
20.02.2018 09:47:41.000 GMT-0800,1.23434,1.23435,1.23434,1.23435,4.819999999999999
20.02.2018 09:47:44.000 GMT-0800,1.23434,1.23434,1.23434,1.23434,1
20.02.2018 09:47:45.000 GMT-0800,1.23434,1.23434,1.23434,1.23434,1.12
20.02.2018 09:47:46.000 GMT-0800,1.23435,1.23435,1.23435,1.23435,1
20.02.2018 09:47:50.000 GMT-0800,1.23434,1.23435,1.23434,1.23435,6.249999999999999
20.02.2018 09:47:51.000 GMT-0800,1.23435,1.23439,1.23435,1.23439,9.26
20.02.2018 09:47:52.000 GMT-0800,1.23439,1.23439,1.23438,1.23438,5.2
20.02.2018 09:47:53.000 GMT-0800,1.23439,1.23439,1.23439,1.23439,5.960000000000001
20.02.2018 09:47:54.000 GMT-0800,1.23439,1.23440,1.23439,1.23440,4.2
20.02.2018 09:47:55.000 GMT-0800,1.23440,1.23440,1.23440,1.23440,2.25
20.02.2018 09:47:57.000 GMT-0800,1.23439,1.23439,1.23439,1.23439,2
20.02.2018 09:47:58.000 GMT-0800,1.23440,1.23440,1.23440,1.23440,7.2
20.02.2018 09:47:59.000 GMT-0800,1.23440,1.23440,1.23440,1.23440,8.69
20.02.2018 09:48:00.000 GMT-0800,1.23440,1.23440,1.23439,1.23439,5.6899999999999995
20.02.2018 09:48:01.000 GMT-0800,1.23440,1.23440,1.23440,1.23440,3.26
20.02.2018 09:48:02.000 GMT-0800,1.23439,1.23439,1.23439,1.23439,1.5
20.02.2018 09:48:05.000 GMT-0800,1.23440,1.23440,1.23440,1.23440,2.89
20.02.2018 09:48:06.000 GMT-0800,1.23440,1.23440,1.23439,1.23439,2.6899999999999995
20.02.2018 09:48:07.000 GMT-0800,1.23440,1.23440,1.23440,1.23440,1.76
20.02.2018 09:48:09.000 GMT-0800,1.23441,1.23441,1.23440,1.23440,7.3999999999999995
20.02.2018 09:48:11.000 GMT-0800,1.23440,1.23440,1.23440,1.23440,1.87
20.02.2018 09:48:13.000 GMT-0800,1.23440,1.23440,1.23440,1.23440,5.7
20.02.2018 09:48:16.000 GMT-0800,1.23441,1.23442,1.23441,1.23442,4.27
20.02.2018 09:48:17.000 GMT-0800,1.23442,1.23442,1.23441,1.23441,12.890000000000002
20.02.2018 09:48:18.000 GMT-0800,1.23441,1.23441,1.23441,1.23441,9.26
20.02.2018 09:48:22.000 GMT-0800,1.23442,1.23443,1.23442,1.23443,2.12
20.02.2018 09:48:23.000 GMT-0800,1.23444,1.23444,1.23443,1.23443,3.18
20.02.2018 09:48:24.000 GMT-0800,1.23444,1.23444,1.23444,1.23444,6
20.02.2018 09:48:26.000 GMT-0800,1.23445,1.23445,1.23445,1.23445,7.39
20.02.2018 09:48:27.000 GMT-0800,1.23443,1.23443,1.23443,1.23443,1
20.02.2018 09:48:28.000 GMT-0800,1.23445,1.23446,1.23445,1.23446,11.59
20.02.2018 09:48:29.000 GMT-0800,1.23445,1.23445,1.23445,1.23445,1.12
20.02.2018 09:48:31.000 GMT-0800,1.23445,1.23445,1.23445,1.23445,3.56
20.02.2018 09:48:32.000 GMT-0800,1.23446,1.23446,1.23446,1.23446,1.95
20.02.2018 09:48:33.000 GMT-0800,1.23445,1.23445,1.23445,1.23445,1
20.02.2018 09:48:34.000 GMT-0800,1.23446,1.23449,1.23446,1.23449,3.4999999999999996
20.02.2018 09:48:35.000 GMT-0800,1.23450,1.23450,1.23450,1.23450,1.1
20.02.2018 09:48:36.000 GMT-0800,1.23450,1.23450,1.23450,1.23450,10.96
20.02.2018 09:48:38.000 GMT-0800,1.23450,1.23450,1.23450,1.23450,6.9
20.02.2018 09:48:39.000 GMT-0800,1.23450,1.23450,1.23450,1.23450,1.5
20.02.2018 09:48:41.000 GMT-0800,1.23451,1.23454,1.23451,1.23454,4
20.02.2018 09:48:42.000 GMT-0800,1.23456,1.23456,1.23454,1.23454,9.51
20.02.2018 09:48:43.000 GMT-0800,1.23453,1.23453,1.23450,1.23450,2
20.02.2018 09:48:44.000 GMT-0800,1.23450,1.23450,1.23450,1.23450,1.76
